% # columns="iter, evals, sigma, 0, fitness, xbest" seed=537399, Fri Oct 23 09:52:18 2020, <python>{}</python>
1 9 0.5058247031564562 0 -0.53 0.5059813437163492 -0.331465008353762 0.719752014854099 0.16055030584741825 -0.5449064622188929 0.5289838881432918 -0.5487513906320568
2 18 0.5068511838142845 0 -0.66 0.3921125881244103 -0.14236248234356252 0.8417654055992145 -0.1272079675807481 -0.21152992874626964 -0.16174813167776636 -0.2665397443259823
3 27 0.5233429761453382 0 -0.73 -0.2969786469956385 -0.15359335103503013 -0.09195208216832551 -0.4726420590590312 -0.13175257285865422 -0.25449809849824356 0.39113140350049724
4 36 0.47964635225138014 0 -0.69 -0.07315065171200891 -0.37383549986626485 0.11679093477855026 -0.028086212808149984 -0.6218635958284682 -0.07702760162755096 -0.17996052199869908
5 45 0.4318864864042051 0 -0.72 0.19443621732294855 -0.6547971960648948 0.22758469040159598 0.43141797739467536 0.14626277811540878 -0.42946659461408865 0.027504637793911144
6 54 0.39424867027701466 0 -0.67 0.023556251962135955 -0.11090555202710145 0.5025460919937793 0.197705374685756 0.6156615651752548 -0.6258763915212207 0.3368194153639005
7 63 0.34835750825602796 0 -0.74 0.22494939635022448 0.1259816301489014 0.3934985211811127 0.0665739472562355 0.33085938008149 -0.5106914296276953 0.13760437431157788
8 72 0.32916997717024377 0 -0.78 -0.3643818780075241 0.07515286181566627 0.25665999814945323 0.11704319983227454 0.14535680411543628 -0.037710017811379004 -0.2019082864261287
9 81 0.33285293755274364 0 -0.74 -0.12178291839818621 0.08318229591728765 0.1688676406807759 0.5090935380623869 -0.3081524776035066 -0.40983169287875554 -0.19408689088679934
10 90 0.3164490785663459 0 -0.76 0.01539121385387221 -0.36332164425370705 -0.1441753767992922 0.4144391801670329 -0.09777033687862634 -0.37264714746939326 -0.1373525714352495
11 99 0.30628250050976585 0 -0.77 0.12710089731628474 -0.10746094610511595 -0.23090653626766727 0.277669883793182 0.14616319274691547 -0.4390552023749439 0.15747688938423127
